masked_position,original_token,prob_U_masked,prob_P_masked,delta_U,delta_P,trial_num,model_id,baseline_U,baseline_P
171,Choice,0.1064453125,0.89453125,-0.076171875,0.078125,73,83811,0.1826171875,0.81640625
172,P,0.26953125,0.73046875,0.0869140625,-0.0859375,73,83811,0.1826171875,0.81640625
173,,0.07568359375,0.92578125,-0.10693359375,0.109375,73,83811,0.1826171875,0.81640625
174,→,0.119140625,0.87890625,-0.0634765625,0.0625,73,83811,0.1826171875,0.81640625
175,,0.053466796875,0.9453125,-0.129150390625,0.12890625,73,83811,0.1826171875,0.81640625
176,1,0.294921875,0.70703125,0.1123046875,-0.109375,73,83811,0.1826171875,0.81640625
177,points,0.09521484375,0.90625,-0.08740234375,0.08984375,73,83811,0.1826171875,0.81640625
178,",",0.34765625,0.65234375,0.1650390625,-0.1640625,73,83811,0.1826171875,0.81640625
179,Trial,0.1484375,0.8515625,-0.0341796875,0.03515625,73,83811,0.1826171875,0.81640625
180,,0.04736328125,0.953125,-0.13525390625,0.13671875,73,83811,0.1826171875,0.81640625
181,72,0.22265625,0.77734375,0.0400390625,-0.0390625,73,83811,0.1826171875,0.81640625
182,:,0.0673828125,0.93359375,-0.115234375,0.1171875,73,83811,0.1826171875,0.81640625
183,Choice,0.0673828125,0.93359375,-0.115234375,0.1171875,73,83811,0.1826171875,0.81640625
184,P,0.46875,0.53125,0.2861328125,-0.28515625,73,83811,0.1826171875,0.81640625
185,,0.09521484375,0.90625,-0.08740234375,0.08984375,73,83811,0.1826171875,0.81640625
186,→,0.053466796875,0.9453125,-0.129150390625,0.12890625,73,83811,0.1826171875,0.81640625
187,,0.06005859375,0.94140625,-0.12255859375,0.125,73,83811,0.1826171875,0.81640625
188,1,0.053466796875,0.9453125,-0.129150390625,0.12890625,73,83811,0.1826171875,0.81640625
189,points,0.029296875,0.96875,-0.1533203125,0.15234375,73,83811,0.1826171875,0.81640625
190,",",0.033203125,0.96875,-0.1494140625,0.15234375,73,83811,0.1826171875,0.81640625
191,Trial,0.119140625,0.87890625,-0.0634765625,0.0625,73,83811,0.1826171875,0.81640625
192,,0.033203125,0.96875,-0.1494140625,0.15234375,73,83811,0.1826171875,0.81640625
193,73,0.1640625,0.8359375,-0.0185546875,0.01953125,73,83811,0.1826171875,0.81640625
194,:,0.2021484375,0.796875,0.01953125,-0.01953125,73,83811,0.1826171875,0.81640625
195,Choice,0.26953125,0.73046875,0.0869140625,-0.0859375,73,83811,0.1826171875,0.81640625
196,P,0.408203125,0.59375,0.2255859375,-0.22265625,73,83811,0.1826171875,0.81640625
197,,0.119140625,0.87890625,-0.0634765625,0.0625,73,83811,0.1826171875,0.81640625
198,→,0.0849609375,0.9140625,-0.09765625,0.09765625,73,83811,0.1826171875,0.81640625
199,,0.053466796875,0.9453125,-0.129150390625,0.12890625,73,83811,0.1826171875,0.81640625
200,1,0.1484375,0.8515625,-0.0341796875,0.03515625,73,83811,0.1826171875,0.81640625
201,points,0.0849609375,0.9140625,-0.09765625,0.09765625,73,83811,0.1826171875,0.81640625
202,",",0.09521484375,0.90625,-0.08740234375,0.08984375,73,83811,0.1826171875,0.81640625
203,,0.0849609375,0.9140625,-0.09765625,0.09765625,73,83811,0.1826171875,0.81640625
204,#,0.06005859375,0.94140625,-0.12255859375,0.125,73,83811,0.1826171875,0.81640625
205,Instructions,0.1826171875,0.81640625,0.0,0.0,73,83811,0.1826171875,0.81640625
206,,0.1064453125,0.89453125,-0.076171875,0.078125,73,83811,0.1826171875,0.81640625
207,Respond,0.2021484375,0.796875,0.01953125,-0.01953125,73,83811,0.1826171875,0.81640625
208,with,0.1826171875,0.81640625,0.0,0.0,73,83811,0.1826171875,0.81640625
209,**,0.1826171875,0.81640625,0.0,0.0,73,83811,0.1826171875,0.81640625
210,only,0.119140625,0.87890625,-0.0634765625,0.0625,73,83811,0.1826171875,0.81640625
211,**,0.1328125,0.8671875,-0.0498046875,0.05078125,73,83811,0.1826171875,0.81640625
212,one,0.1328125,0.8671875,-0.0498046875,0.05078125,73,83811,0.1826171875,0.81640625
213,character,0.1064453125,0.89453125,-0.076171875,0.078125,73,83811,0.1826171875,0.81640625
214,:,0.34765625,0.65234375,0.1650390625,-0.1640625,73,83811,0.1826171875,0.81640625
215,',0.119140625,0.87890625,-0.0634765625,0.0625,73,83811,0.1826171875,0.81640625
216,U,0.408203125,0.59375,0.2255859375,-0.22265625,73,83811,0.1826171875,0.81640625
217,',0.09521484375,0.90625,-0.08740234375,0.08984375,73,83811,0.1826171875,0.81640625
218,or,0.07568359375,0.92578125,-0.10693359375,0.109375,73,83811,0.1826171875,0.81640625
219,',0.029296875,0.96875,-0.1533203125,0.15234375,73,83811,0.1826171875,0.81640625
220,P,0.0673828125,0.93359375,-0.115234375,0.1171875,73,83811,0.1826171875,0.81640625
221,'.,0.294921875,0.70703125,0.1123046875,-0.109375,73,83811,0.1826171875,0.81640625
222,No,0.22265625,0.77734375,0.0400390625,-0.0390625,73,83811,0.1826171875,0.81640625
223,punctuation,0.07568359375,0.92578125,-0.10693359375,0.109375,73,83811,0.1826171875,0.81640625
224,",",0.1826171875,0.81640625,0.0,0.0,73,83811,0.1826171875,0.81640625
225,no,0.119140625,0.87890625,-0.0634765625,0.0625,73,83811,0.1826171875,0.81640625
226,quotes,0.07568359375,0.92578125,-0.10693359375,0.109375,73,83811,0.1826171875,0.81640625
227,",",0.1328125,0.8671875,-0.0498046875,0.05078125,73,83811,0.1826171875,0.81640625
228,no,0.119140625,0.87890625,-0.0634765625,0.0625,73,83811,0.1826171875,0.81640625
229,explanation,0.07568359375,0.92578125,-0.10693359375,0.109375,73,83811,0.1826171875,0.81640625
230,.,0.1640625,0.8359375,-0.0185546875,0.01953125,73,83811,0.1826171875,0.81640625
231,Answer,0.06005859375,0.94140625,-0.12255859375,0.125,73,83811,0.1826171875,0.81640625
232,:,0.119140625,0.87890625,-0.0634765625,0.0625,73,83811,0.1826171875,0.81640625
233,<|start_header_id|>,0.053466796875,0.9453125,-0.129150390625,0.12890625,73,83811,0.1826171875,0.81640625
234,assistant,0.0830078125,0.271484375,-0.099609375,-0.544921875,73,83811,0.1826171875,0.81640625
235,<|end_header_id|>,0.053466796875,0.9453125,-0.129150390625,0.12890625,73,83811,0.1826171875,0.81640625
236,,4.9173831939697266e-06,0.0004425048828125,-0.18261227011680603,-0.8159637451171875,73,83811,0.1826171875,0.81640625
0,<|begin_of_text|>,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
1,,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
2,<|start_header_id|>,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
3,system,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
4,<|end_header_id|>,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
5,,0.07568359375,0.92578125,-0.07275390625,0.07421875,74,83811,0.1484375,0.8515625
6,You,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
7,are,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
8,participating,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
9,in,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
10,multiple,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
11,games,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
12,involving,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
13,two,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
14,slot,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
15,machines,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
16,",",0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
17,labeled,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
18,U,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
19,and,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
20,P,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
21,.,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
22,Your,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
23,goal,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
24,is,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
25,to,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
26,choose,0.2021484375,0.796875,0.0537109375,-0.0546875,74,83811,0.1484375,0.8515625
27,the,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
28,slot,0.2021484375,0.796875,0.0537109375,-0.0546875,74,83811,0.1484375,0.8515625
29,machines,0.294921875,0.70703125,0.146484375,-0.14453125,74,83811,0.1484375,0.8515625
30,that,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
31,will,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
32,give,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
33,you,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
34,the,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
35,most,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
36,points,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
37,.,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
38,You,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
39,will,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
40,receive,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
41,feedback,0.07568359375,0.92578125,-0.07275390625,0.07421875,74,83811,0.1484375,0.8515625
42,about,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
43,the,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
44,outcome,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
45,after,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
46,making,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
47,a,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
48,choice,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
49,.,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
50,The,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
51,environment,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
52,may,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
53,change,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
54,unpredict,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
55,ably,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
56,",",0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
57,and,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
58,past,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
59,success,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
60,does,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
61,not,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
62,guarantee,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
63,future,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
64,results,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
65,.,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
66,You,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
67,’ll,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
68,need,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
69,to,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
70,adapt,0.22265625,0.77734375,0.07421875,-0.07421875,74,83811,0.1484375,0.8515625
71,to,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
72,these,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
73,changes,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
74,to,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
75,keep,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
76,finding,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
77,the,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
78,better,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
79,machine,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
80,.,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
81,You,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
82,will,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
83,play,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
84,,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
85,1,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
86,game,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
87,in,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
88,total,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
89,",",0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
90,consisting,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
91,of,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
92,,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
93,100,0.2451171875,0.75390625,0.0966796875,-0.09765625,74,83811,0.1484375,0.8515625
94,trials,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
95,.,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
96,<|eot_id|>,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
97,,0.294921875,0.70703125,0.146484375,-0.14453125,74,83811,0.1484375,0.8515625
98,<|start_header_id|>,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
99,user,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
100,<|end_header_id|>,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
101,,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
102,#,0.07568359375,0.92578125,-0.07275390625,0.07421875,74,83811,0.1484375,0.8515625
103,Task,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
104,Parameters,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
105,,0.06005859375,0.94140625,-0.08837890625,0.08984375,74,83811,0.1484375,0.8515625
106,-,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
107,Trial,0.376953125,0.62109375,0.228515625,-0.23046875,74,83811,0.1484375,0.8515625
108,,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
109,74,0.376953125,0.62109375,0.228515625,-0.23046875,74,83811,0.1484375,0.8515625
110,of,0.3203125,0.6796875,0.171875,-0.171875,74,83811,0.1484375,0.8515625
111,,0.2021484375,0.796875,0.0537109375,-0.0546875,74,83811,0.1484375,0.8515625
112,100,0.408203125,0.59375,0.259765625,-0.2578125,74,83811,0.1484375,0.8515625
113,,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
114,-,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
115,Choose,0.037353515625,0.9609375,-0.111083984375,0.109375,74,83811,0.1484375,0.8515625
116,between,0.2451171875,0.75390625,0.0966796875,-0.09765625,74,83811,0.1484375,0.8515625
117,:,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
118,',0.033203125,0.96875,-0.115234375,0.1171875,74,83811,0.1484375,0.8515625
119,U,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
120,',0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
121,or,0.2021484375,0.796875,0.0537109375,-0.0546875,74,83811,0.1484375,0.8515625
122,',0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
123,P,0.26953125,0.73046875,0.12109375,-0.12109375,74,83811,0.1484375,0.8515625
124,',0.029296875,0.96875,-0.119140625,0.1171875,74,83811,0.1484375,0.8515625
125,-,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
126,Possible,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
127,outcomes,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
128,:,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
129,,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
130,1,0.22265625,0.77734375,0.07421875,-0.07421875,74,83811,0.1484375,0.8515625
131,(,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
132,success,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
133,),0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
134,or,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
135,,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
136,0,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
137,(,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
138,failure,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
139,),0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
140,#,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
141,History,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
142,,0.04736328125,0.953125,-0.10107421875,0.1015625,74,83811,0.1484375,0.8515625
143,Trial,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
144,,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
145,70,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
146,:,0.22265625,0.77734375,0.07421875,-0.07421875,74,83811,0.1484375,0.8515625
147,Choice,0.22265625,0.77734375,0.07421875,-0.07421875,74,83811,0.1484375,0.8515625
148,P,0.294921875,0.70703125,0.146484375,-0.14453125,74,83811,0.1484375,0.8515625
149,,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
150,→,0.2021484375,0.796875,0.0537109375,-0.0546875,74,83811,0.1484375,0.8515625
151,,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
152,1,0.3203125,0.6796875,0.171875,-0.171875,74,83811,0.1484375,0.8515625
153,points,0.06005859375,0.94140625,-0.08837890625,0.08984375,74,83811,0.1484375,0.8515625
154,",",0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
155,Trial,0.26953125,0.73046875,0.12109375,-0.12109375,74,83811,0.1484375,0.8515625
156,,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
157,71,0.2451171875,0.75390625,0.0966796875,-0.09765625,74,83811,0.1484375,0.8515625
158,:,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
159,Choice,0.04736328125,0.953125,-0.10107421875,0.1015625,74,83811,0.1484375,0.8515625
160,P,0.2451171875,0.75390625,0.0966796875,-0.09765625,74,83811,0.1484375,0.8515625
161,,0.0673828125,0.93359375,-0.0810546875,0.08203125,74,83811,0.1484375,0.8515625
162,→,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
163,,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
164,1,0.2451171875,0.75390625,0.0966796875,-0.09765625,74,83811,0.1484375,0.8515625
165,points,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
166,",",0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
167,Trial,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
168,,0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
169,72,0.294921875,0.70703125,0.146484375,-0.14453125,74,83811,0.1484375,0.8515625
170,:,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
171,Choice,0.06005859375,0.94140625,-0.08837890625,0.08984375,74,83811,0.1484375,0.8515625
172,P,0.2021484375,0.796875,0.0537109375,-0.0546875,74,83811,0.1484375,0.8515625
173,,0.0673828125,0.93359375,-0.0810546875,0.08203125,74,83811,0.1484375,0.8515625
174,→,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
175,,0.0673828125,0.93359375,-0.0810546875,0.08203125,74,83811,0.1484375,0.8515625
176,1,0.294921875,0.70703125,0.146484375,-0.14453125,74,83811,0.1484375,0.8515625
177,points,0.04736328125,0.953125,-0.10107421875,0.1015625,74,83811,0.1484375,0.8515625
178,",",0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
179,Trial,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
180,,0.2021484375,0.796875,0.0537109375,-0.0546875,74,83811,0.1484375,0.8515625
181,73,0.2451171875,0.75390625,0.0966796875,-0.09765625,74,83811,0.1484375,0.8515625
182,:,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
183,Choice,0.06005859375,0.94140625,-0.08837890625,0.08984375,74,83811,0.1484375,0.8515625
184,P,0.46875,0.53125,0.3203125,-0.3203125,74,83811,0.1484375,0.8515625
185,,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
186,→,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
187,,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
188,1,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
189,points,0.04736328125,0.953125,-0.10107421875,0.1015625,74,83811,0.1484375,0.8515625
190,",",0.0673828125,0.93359375,-0.0810546875,0.08203125,74,83811,0.1484375,0.8515625
191,Trial,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
192,,0.04736328125,0.953125,-0.10107421875,0.1015625,74,83811,0.1484375,0.8515625
193,74,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
194,:,0.3203125,0.6796875,0.171875,-0.171875,74,83811,0.1484375,0.8515625
195,Choice,0.34765625,0.65234375,0.19921875,-0.19921875,74,83811,0.1484375,0.8515625
196,P,0.53125,0.46875,0.3828125,-0.3828125,74,83811,0.1484375,0.8515625
197,,0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
198,→,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
199,,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
200,1,0.2021484375,0.796875,0.0537109375,-0.0546875,74,83811,0.1484375,0.8515625
201,points,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
202,",",0.1484375,0.8515625,0.0,0.0,74,83811,0.1484375,0.8515625
203,,0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
204,#,0.06005859375,0.94140625,-0.08837890625,0.08984375,74,83811,0.1484375,0.8515625
205,Instructions,0.22265625,0.77734375,0.07421875,-0.07421875,74,83811,0.1484375,0.8515625
206,,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
207,Respond,0.34765625,0.65234375,0.19921875,-0.19921875,74,83811,0.1484375,0.8515625
208,with,0.294921875,0.70703125,0.146484375,-0.14453125,74,83811,0.1484375,0.8515625
209,**,0.294921875,0.70703125,0.146484375,-0.14453125,74,83811,0.1484375,0.8515625
210,only,0.2021484375,0.796875,0.0537109375,-0.0546875,74,83811,0.1484375,0.8515625
211,**,0.1640625,0.8359375,0.015625,-0.015625,74,83811,0.1484375,0.8515625
212,one,0.22265625,0.77734375,0.07421875,-0.07421875,74,83811,0.1484375,0.8515625
213,character,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
214,:,0.53125,0.46875,0.3828125,-0.3828125,74,83811,0.1484375,0.8515625
215,',0.1064453125,0.89453125,-0.0419921875,0.04296875,74,83811,0.1484375,0.8515625
216,U,0.408203125,0.59375,0.259765625,-0.2578125,74,83811,0.1484375,0.8515625
217,',0.0849609375,0.9140625,-0.0634765625,0.0625,74,83811,0.1484375,0.8515625
218,or,0.053466796875,0.9453125,-0.094970703125,0.09375,74,83811,0.1484375,0.8515625
219,',0.0260009765625,0.97265625,-0.1224365234375,0.12109375,74,83811,0.1484375,0.8515625
220,P,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
221,'.,0.4375,0.5625,0.2890625,-0.2890625,74,83811,0.1484375,0.8515625
222,No,0.3203125,0.6796875,0.171875,-0.171875,74,83811,0.1484375,0.8515625
223,punctuation,0.09521484375,0.90625,-0.05322265625,0.0546875,74,83811,0.1484375,0.8515625
224,",",0.2451171875,0.75390625,0.0966796875,-0.09765625,74,83811,0.1484375,0.8515625
225,no,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
226,quotes,0.119140625,0.87890625,-0.029296875,0.02734375,74,83811,0.1484375,0.8515625
227,",",0.2021484375,0.796875,0.0537109375,-0.0546875,74,83811,0.1484375,0.8515625
228,no,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
229,explanation,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
230,.,0.22265625,0.77734375,0.07421875,-0.07421875,74,83811,0.1484375,0.8515625
231,Answer,0.1328125,0.8671875,-0.015625,0.015625,74,83811,0.1484375,0.8515625
232,:,0.1826171875,0.81640625,0.0341796875,-0.03515625,74,83811,0.1484375,0.8515625
